stationID;security;stationTypeID;corporationID;solarSystemID;constellationID;regionID;stationName
60000145;0.4985548327;1531;1000002;30004248;20000622;10000054;Haimeh II - CBD Corporation Storage
60000148;0.4787558024;1531;1000002;30002513;20000368;10000030;Dammalin VI - CBD Corporation Storage
60000151;0.3767940377;1531;1000002;30002517;20000368;10000030;Gulmorogod VI - Moon 4 - CBD Corporation Storage
60000154;0.4386842563;1531;1000002;30002515;20000368;10000030;Olfeim V - Moon 3 - CBD Corporation Storage
60000157;0.3767940377;1531;1000002;30002517;20000368;10000030;Gulmorogod VIII - Moon 25 - CBD Corporation Storage
60000160;0.5588356980;1531;1000002;30002512;20000368;10000030;Alakgur VIII - Moon 2 - CBD Corporation Storage
60000163;0.5588356980;1531;1000002;30002512;20000368;10000030;Alakgur IX - Moon 9 - CBD Corporation Storage
60000166;0.4721050627;1531;1000002;30004295;20000627;10000054;Keba II - CBD Corporation Storage
60000169;0.3832672193;1531;1000002;30004293;20000627;10000054;Pserz VIII - Moon 3 - CBD Corporation Storage
60000172;0.2754995123;1531;1000002;30004292;20000627;10000054;Soza XII - Moon 14 - CBD Corporation Storage
60000175;0.3832672193;1531;1000002;30004293;20000627;10000054;Pserz XII - Moon 4 - CBD Corporation Storage
60000178;0.2281417259;1531;1000002;30004289;20000627;10000054;Vaini III - CBD Corporation Storage
60000181;0.4721050627;1531;1000002;30004295;20000627;10000054;Keba IX - Moon 1 - CBD Corporation Storage
60000184;0.9396644808;1531;1000002;30001673;20000247;10000020;Shesha III - CBD Corporation Storage
60000187;0.8914440725;1531;1000002;30001674;20000247;10000020;Hilaban VI - Moon 1 - CBD Corporation Storage
60000190;0.8914440725;1531;1000002;30001674;20000247;10000020;Hilaban IV - Moon 5 - CBD Corporation Storage
60000193;0.8914440725;1531;1000002;30001674;20000247;10000020;Hilaban III - Moon 3 - CBD Corporation Storage
60000196;0.6843957686;1531;1000002;30001669;20000247;10000020;Pimebeka VIII - Moon 9 - CBD Corporation Storage
60000199;0.8914440725;1531;1000002;30001674;20000247;10000020;Hilaban VIII - Moon 1 - CBD Corporation Storage
60000202;0.3408937497;1531;1000002;30005032;20000736;10000065;Khabara VII - Moon 15 - CBD Corporation Storage
60000205;0.3514966459;1531;1000002;30005031;20000736;10000065;Nebian II - CBD Corporation Storage
60000208;0.4381709993;1531;1000002;30005035;20000736;10000065;Ami V - Moon 1 - CBD Corporation Storage
60000211;0.4381709993;1531;1000002;30005035;20000736;10000065;Ami VI - CBD Corporation Storage
60000214;0.3968333841;1531;1000002;30005030;20000736;10000065;Fensi VI - Moon 10 - CBD Corporation Storage
60000217;0.4381709993;1531;1000002;30005035;20000736;10000065;Ami VII - Moon 1 - CBD Corporation Storage
60000220;0.7293660708;1531;1000002;30001729;20000256;10000020;Sinid VI - CBD Corporation Storage
60000223;0.8673389143;1531;1000002;30001732;20000256;10000020;Zith IX - Moon 2 - CBD Corporation Storage
60000226;0.8333480479;1531;1000002;30001731;20000256;10000020;Ilas V - Moon 1 - CBD Corporation Storage
60000229;0.9497942069;1531;1000002;30001733;20000256;10000020;Tew IX - Moon 9 - CBD Corporation Storage
60000232;0.7293660708;1531;1000002;30001729;20000256;10000020;Sinid VI - Moon 2 - CBD Corporation Storage
60000235;0.8333480479;1531;1000002;30001731;20000256;10000020;Ilas VII - Moon 10 - CBD Corporation Storage
60000238;0.9092808588;1531;1000002;30004102;20000599;10000052;Inis-Ilix V - CBD Corporation Storage
60000241;0.7737356473;1531;1000002;30004099;20000599;10000052;Sonama VI - Moon 12 - CBD Corporation Storage
60000244;0.9092808588;1531;1000002;30004102;20000599;10000052;Inis-Ilix IV - Moon 1 - CBD Corporation Storage
60000247;0.7737356473;1531;1000002;30004099;20000599;10000052;Sonama VII - Moon 5 - CBD Corporation Storage
60000250;0.6473327137;1531;1000002;30004103;20000599;10000052;Kothe X - Moon 6 - CBD Corporation Storage
60000253;0.8691072810;1531;1000002;30004101;20000599;10000052;Suner VII - Moon 16 - CBD Corporation Storage
60000256;0.6657824845;1531;1000002;30001399;20000205;10000016;Elonaya X - Moon 22 - CBD Corporation Storage
60000259;0.5080410986;1531;1000002;30001401;20000205;10000016;Nonni VI - CBD Corporation Storage
60000262;0.5080410986;1531;1000002;30001401;20000205;10000016;Nonni IV - CBD Corporation Storage
60000265;0.7411521743;1531;1000002;30001403;20000205;10000016;Piak II - Moon 3 - CBD Corporation Storage
60000268;0.5080410986;1531;1000002;30001401;20000205;10000016;Nonni III - CBD Corporation Storage
60000271;0.6657824845;1531;1000002;30001399;20000205;10000016;Elonaya X - Moon 11 - CBD Corporation Storage
60000274;0.6991872083;1531;1000003;30000149;20000021;10000002;Gekutami V - Moon 1 - Prompt Delivery Storage
60000277;0.7432522649;1531;1000003;30000148;20000021;10000002;Jakanerva III - Moon 15 - Prompt Delivery Storage
60000280;0.6991872083;1531;1000003;30000149;20000021;10000002;Gekutami VII - Moon 3 - Prompt Delivery Storage
60000283;0.6337059450;1531;1000003;30000120;20000017;10000002;Mitsolen IV - Moon 9 - Prompt Delivery Storage
60000286;0.6374281330;1531;1000003;30000121;20000017;10000002;Jatate III - Moon 10 - Prompt Delivery Storage
60000289;0.6374281330;1531;1000003;30000121;20000017;10000002;Jatate IV - Moon 17 - Prompt Delivery Storage
60000292;0.6501464617;1531;1000003;30000126;20000018;10000002;Geras IX - Moon 7 - Prompt Delivery Storage
60000295;0.8745849748;1531;1000003;30000130;20000018;10000002;Shihuken VII - Moon 10 - Prompt Delivery Storage
60000298;0.9459645526;1531;1000003;30000129;20000018;10000002;Unpas VIII - Moon 11 - Prompt Delivery Storage
60000301;0.5669582798;1531;1000003;30000188;20000027;10000002;Hentogaira III - Moon 6 - Prompt Delivery Storage
60000304;0.5669582798;1531;1000003;30000188;20000027;10000002;Hentogaira IV - Prompt Delivery Storage
60000307;0.5285221071;1531;1000003;30000189;20000027;10000002;Kiainti IX - Moon 8 - Prompt Delivery Storage
60000310;0.6657824845;1531;1000004;30001399;20000205;10000016;Elonaya X - Moon 21 - Ytiri Storage
60000313;0.7411521743;1531;1000004;30001403;20000205;10000016;Piak IV - Moon 22 - Ytiri Storage
60000316;0.7411521743;1531;1000004;30001403;20000205;10000016;Piak III - Moon 19 - Ytiri Storage
60000319;0.4477900949;1531;1000004;30001398;20000205;10000016;Aunenen VII - Moon 1 - Ytiri Storage
60000322;0.8196477984;1531;1000004;30002744;20000402;10000033;Auviken V - Moon 6 - Ytiri Storage
60000325;0.8166387669;1531;1000004;30002746;20000402;10000033;Oijamon III - Moon 12 - Ytiri Storage
60000328;0.5713400139;1531;1000004;30002748;20000402;10000033;Jeras VII - Moon 15 - Ytiri Storage
60000331;0.5713400139;1531;1000004;30002748;20000402;10000033;Jeras VII - Moon 1 - Ytiri Storage
60000334;0.5494773459;1531;1000004;30001386;20000203;10000016;Saatuban IX - Moon 1 - Ytiri Storage
60000337;0.6777007603;1531;1000004;30001387;20000203;10000016;Isikano VIII - Moon 7 - Ytiri Storage
60000340;0.5059695448;1531;1000004;30001391;20000203;10000016;Piekura VII - Moon 1 - Ytiri Storage
60000343;0.6777007603;1531;1000004;30001387;20000203;10000016;Isikano VII - Moon 5 - Ytiri Storage
60000346;0.6938064909;1531;1000004;30001370;20000200;10000016;Ouranienen IV - Ytiri Storage
60000349;0.4532327361;1531;1000004;30001373;20000200;10000016;Raussinen X - Moon 3 - Ytiri Storage
60000352;0.6059305202;1531;1000004;30001368;20000200;10000016;Uemisaisen VIII - Moon 10 - Ytiri Storage
60000355;-1.0000000000;1531;1000293;30001372;20000787;10000070;Kino VII - Moon 13 - Perun Clade Porevitium Vault
60000358;0.9531232306;1531;1000004;30000144;20000020;10000002;Perimeter VI - Ytiri Storage
60000361;0.9459131167;1531;1000004;30000142;20000020;10000002;Jita IV - Moon 6 - Ytiri Storage
60000364;0.9459131167;1531;1000004;30000142;20000020;10000002;Jita V - Moon 14 - Ytiri Storage
60000367;0.9599952108;1531;1000004;30000139;20000020;10000002;Urlen VII - Moon 8 - Ytiri Storage
60000370;0.8853122148;1531;1000004;30001379;20000201;10000016;Tunttaras IX - Moon 11 - Ytiri Storage
60000373;0.8438157458;1531;1000004;30001374;20000201;10000016;Iidoken VI - Moon 8 - Ytiri Storage
60000376;0.8165567291;1531;1000004;30001376;20000201;10000016;Nourvukaiken VII - Moon 18 - Ytiri Storage
60000379;0.7693230944;1531;1000004;30001375;20000201;10000016;Tsuguwa IV - Moon 15 - Ytiri Storage
60000382;-1.0000000000;1531;1000293;30000192;20000787;10000070;Otanuomi IV - Moon 5 - Perun Clade Bioadaptation Chambers
60000385;0.5002789626;1531;1000004;30000193;20000027;10000002;Vouskiaho IV - Moon 1 - Ytiri Storage
60000388;0.5002789626;1531;1000004;30000193;20000027;10000002;Vouskiaho VI - Moon 14 - Ytiri Storage
60000391;-1.0000000000;1531;1000298;30000192;20000787;10000070;Otanuomi VI - Moon 9 - The Convocation of Triglav Proving Complex
60000394;0.9868146226;1531;1000004;30000138;20000019;10000002;Ikuchi VI - Moon 15 - Ytiri Storage
60000397;0.6638108229;1531;1000004;30000136;20000019;10000002;Ohmahailen IV - Moon 2 - Ytiri Storage
60000400;0.9747262069;1531;1000004;30000133;20000019;10000002;Hirtamon VI - Moon 6 - Ytiri Storage
60000403;0.9868146226;1531;1000004;30000138;20000019;10000002;Ikuchi VI - Moon 6 - Ytiri Storage
60000406;0.7371076853;1531;1000004;30002766;20000405;10000033;Iivinen X - Moon 2 - Ytiri Storage
60000409;0.9410608657;1531;1000004;30002764;20000405;10000033;Hatakani VIII - Moon 17 - Ytiri Storage
60000412;0.9410608657;1531;1000004;30002764;20000405;10000033;Hatakani VIII - Moon 11 - Ytiri Storage
60000415;0.7371076853;1531;1000004;30002766;20000405;10000033;Iivinen VIII - Moon 8 - Ytiri Storage
60000418;0.8476644632;1531;1000004;30002818;20000413;10000033;Oichiya VII - Moon 6 - Ytiri Storage
60000421;0.8934569984;1531;1000004;30002816;20000413;10000033;Saila VII - Moon 15 - Ytiri Storage
60000424;0.4897885840;1531;1000004;30002817;20000413;10000033;Aramachi II - Moon 2 - Ytiri Storage
60000427;0.8039990995;1531;1000004;30002815;20000413;10000033;Isenairos VII - Moon 4 - Ytiri Storage
60000430;0.7291611392;4023;1000005;30002801;20000411;10000033;Suroken VII - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000442;0.6700421255;4023;1000005;30002804;20000411;10000033;Isikesu IV - Moon 7 - Hyasyoda Corporation Mineral Reserve
60000448;0.9599952108;4024;1000005;30000139;20000020;10000002;Urlen VII - Moon 6 - Hyasyoda Corporation Refinery
60000451;0.9459131167;4024;1000005;30000142;20000020;10000002;Jita IV - Moon 6 - Hyasyoda Corporation Refinery
60000454;0.9639236003;4023;1000005;30000143;20000020;10000002;Niyabainen VIII - Moon 16 - Hyasyoda Corporation Mineral Reserve
60000460;0.9639236003;4023;1000005;30000143;20000020;10000002;Niyabainen IX - Moon 8 - Hyasyoda Corporation Mineral Reserve
60000463;0.9459131167;4024;1000005;30000142;20000020;10000002;Jita VI - Hyasyoda Corporation Refinery
60000472;0.7807654056;4024;1000005;30001408;20000206;10000016;Ruvas VI - Moon 10 - Hyasyoda Corporation Refinery
60000475;0.8516329482;4023;1000005;30001404;20000206;10000016;Airkio IX - Moon 14 - Hyasyoda Corporation Mineral Reserve
60000481;0.8516329482;4023;1000005;30001404;20000206;10000016;Airkio IX - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000487;-1.0000000000;4023;1000292;30000206;20000789;10000070;Wirashoda VII - Moon 5 - Veles Clade Mutaplasmid Farm
60000490;-1.0000000000;4023;1000292;30000206;20000789;10000070;Wirashoda V - Veles Clade Extractive Terminus
60000496;0.4741790498;4023;1000005;30000201;20000029;10000002;Uchoshi XI - Moon 12 - Hyasyoda Corporation Mineral Reserve
60000502;0.6252975240;4023;1000005;30000147;20000021;10000002;Abagawa IV - Moon 2 - Hyasyoda Corporation Mineral Reserve
60000505;0.7432522649;4024;1000005;30000148;20000021;10000002;Jakanerva IV - Moon 4 - Hyasyoda Corporation Refinery
60000508;0.6991872083;4024;1000005;30000149;20000021;10000002;Gekutami III - Hyasyoda Corporation Refinery
60000511;0.6991872083;4023;1000005;30000149;20000021;10000002;Gekutami V - Hyasyoda Corporation Mineral Reserve
60000514;0.5413266815;4023;1000005;30000152;20000021;10000002;Hampinen V - Moon 1 - Hyasyoda Corporation Mineral Reserve
60000517;0.7432522649;4024;1000005;30000148;20000021;10000002;Jakanerva II - Moon 13 - Hyasyoda Corporation Refinery
60000529;0.5039918822;4023;1000005;30000185;20000026;10000002;Airaken VI - Moon 3 - Hyasyoda Corporation Mineral Reserve
60000535;0.6802642981;4023;1000005;30000180;20000026;10000002;Osmon IV - Moon 4 - Hyasyoda Corporation Mineral Reserve
60000538;0.9410608657;4024;1000005;30002764;20000405;10000033;Hatakani VI - Moon 5 - Hyasyoda Corporation Refinery
60000541;0.9410608657;4024;1000005;30002764;20000405;10000033;Hatakani VI - Moon 4 - Hyasyoda Corporation Refinery
60000544;0.7371076853;4023;1000005;30002766;20000405;10000033;Iivinen X - Moon 10 - Hyasyoda Corporation Mineral Reserve
60000547;0.9190298192;4024;1000005;30002763;20000405;10000033;Tennen VIII - Moon 4 - Hyasyoda Corporation Refinery
60000550;0.9190298192;4023;1000005;30002763;20000405;10000033;Tennen VIII - Moon 13 - Hyasyoda Corporation Mineral Reserve
60000556;-1.0000000000;4023;1000292;30002797;20000789;10000070;Kaunokka IV - Veles Clade Semiosis Theater
60000559;-1.0000000000;4023;1000292;30002797;20000789;10000070;Kaunokka II - Moon 1 - Veles Clade Mutaplasmid Farm
60000562;0.5335753726;4024;1000005;30002799;20000410;10000033;Oisio III - Moon 1 - Hyasyoda Corporation Refinery
60000574;0.5002789626;4023;1000005;30000193;20000027;10000002;Vouskiaho III - Hyasyoda Corporation Mineral Reserve
60000577;0.5285221071;4024;1000005;30000189;20000027;10000002;Kiainti VI - Moon 1 - Hyasyoda Corporation Refinery
60000580;0.5002789626;4023;1000005;30000193;20000027;10000002;Vouskiaho VI - Moon 15 - Hyasyoda Corporation Mineral Reserve
60000583;-1.0000000000;4024;1000293;30000192;20000787;10000070;Otanuomi VI - Moon 7 - Perun Clade Extractive Terminus
60000586;-1.0000000000;4024;1000293;30000192;20000787;10000070;Otanuomi V - Moon 16 - Perun Clade Mutaplasmid Farm
60000589;0.5002789626;4024;1000005;30000193;20000027;10000002;Vouskiaho VIII - Moon 17 - Hyasyoda Corporation Refinery
60000592;0.3982679375;4023;1000005;30001356;20000198;10000016;Dantumi IV - Moon 19 - Hyasyoda Corporation Mineral Reserve
60000598;0.5301368602;4023;1000005;30001358;20000198;10000016;Ossa VII - Moon 5 - Hyasyoda Corporation Mineral Reserve
60000601;0.3982679375;4024;1000005;30001356;20000198;10000016;Dantumi III - Hyasyoda Corporation Refinery
60000607;0.5602991932;4024;1000005;30001357;20000198;10000016;Antiainen I - Hyasyoda Corporation Refinery
60000622;0.6092655012;4024;1000006;30002800;20000411;10000033;Haatomo VI - Moon 16 - Deep Core Mining Inc. Refinery
60000628;-1.0000000000;4023;1000292;30002797;20000789;10000070;Kaunokka VI - Moon 1 - Veles Clade Extractive Terminus
60000631;0.5012201845;4024;1000006;30002794;20000410;10000033;Yria II - Moon 11 - Deep Core Mining Inc. Refinery
60000634;-1.0000000000;4023;1000292;30002797;20000789;10000070;Kaunokka III - Moon 1 - Veles Clade Extractive Terminus
60000649;0.6524402583;4023;1000007;30000146;20000021;10000002;Saisio VIII - Moon 16 - Poksu Mineral Group Mineral Reserve
60000652;0.6991872083;4023;1000007;30000149;20000021;10000002;Gekutami VI - Poksu Mineral Group Mineral Reserve
60000655;0.5413266815;4024;1000007;30000152;20000021;10000002;Hampinen VII - Moon 11 - Poksu Mineral Group Refinery
60000658;0.6022130886;4023;1000007;30002786;20000408;10000033;Ikao VIII - Moon 1 - Poksu Mineral Group Mineral Reserve
60000661;0.5346838454;4023;1000007;30002787;20000408;10000033;Waira VIII - Moon 17 - Poksu Mineral Group Mineral Reserve
60000667;0.6022130886;4023;1000007;30002786;20000408;10000033;Ikao VIII - Poksu Mineral Group Mineral Reserve
60000673;0.7127556255;4023;1000007;30002805;20000411;10000033;Anttiri III - Poksu Mineral Group Mineral Reserve
60000676;0.7127556255;4023;1000007;30002805;20000411;10000033;Anttiri V - Moon 18 - Poksu Mineral Group Mineral Reserve
60000679;0.7291611392;4024;1000007;30002801;20000411;10000033;Suroken X - Moon 1 - Poksu Mineral Group Refinery
60000682;1.0000000000;4023;1000007;30000145;20000020;10000002;New Caldari Prime - Moon 1 - Poksu Mineral Group Mineral Reserve
60000685;0.9531232306;4023;1000007;30000144;20000020;10000002;Perimeter VII - Poksu Mineral Group Mineral Reserve
60000688;1.0000000000;4023;1000007;30000145;20000020;10000002;New Caldari I (Matigu) - Poksu Mineral Group Mineral Reserve
60000691;0.9639236003;4023;1000007;30000143;20000020;10000002;Niyabainen VII - Moon 2 - Poksu Mineral Group Mineral Reserve
60000700;0.3240325657;4023;1000007;30002810;20000412;10000033;Eranakko III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000703;0.3358288959;4024;1000007;30002806;20000412;10000033;Hasmijaala X - Moon 1 - Poksu Mineral Group Refinery
60000706;-1.0000000000;4023;1000293;30001372;20000787;10000070;Kino V - Moon 3 - Perun Clade Semiosis Theater
60000709;0.5125695892;4023;1000007;30001369;20000200;10000016;Sotrentaira VI - Moon 11 - Poksu Mineral Group Mineral Reserve
60000712;-1.0000000000;4023;1000293;30001372;20000787;10000070;Kino IV - Moon 12 - Perun Clade Extractive Terminus
60000718;0.8039990995;4023;1000007;30002815;20000413;10000033;Isenairos VI - Poksu Mineral Group Mineral Reserve
60000730;0.5080410986;4024;1000007;30001401;20000205;10000016;Nonni III - Poksu Mineral Group Refinery
60000733;0.4894049592;4023;1000007;30001400;20000205;10000016;Litiura VII - Moon 4 - Poksu Mineral Group Mineral Reserve
60000736;0.7411521743;4023;1000007;30001403;20000205;10000016;Piak III - Moon 6 - Poksu Mineral Group Mineral Reserve
60000739;0.7411521743;4024;1000007;30001403;20000205;10000016;Piak II - Poksu Mineral Group Refinery
60000748;0.5727129041;4023;1000007;30002774;20000406;10000033;Huttaken VI - Moon 2 - Poksu Mineral Group Mineral Reserve
60000751;0.4487847602;4024;1000007;30002769;20000406;10000033;Enderailen V - Poksu Mineral Group Refinery
60000754;0.8424948484;4024;1000007;30001362;20000199;10000016;Veisto V - Moon 4 - Poksu Mineral Group Refinery
60000757;0.8424948484;4024;1000007;30001362;20000199;10000016;Veisto V - Moon 5 - Poksu Mineral Group Refinery
60000760;0.8589762793;4023;1000007;30001364;20000199;10000016;Funtanainen V - Poksu Mineral Group Mineral Reserve
60000763;0.8410254626;4023;1000007;30001363;20000199;10000016;Sobaseki XIII - Moon 3 - Poksu Mineral Group Mineral Reserve
60000769;0.5605884061;4023;1000008;30001397;20000204;10000016;Isseras IV - Moon 1 - Minedrill Mineral Reserve
60000772;0.6622300302;4024;1000008;30001396;20000204;10000016;Aakari I - Minedrill Refinery
60000784;0.5669582798;4023;1000008;30000188;20000027;10000002;Hentogaira I - Moon 13 - Minedrill Mineral Reserve
60000787;0.4937122829;4024;1000008;30000190;20000027;10000002;Vasala VI - Moon 10 - Minedrill Refinery
60000790;0.5669582798;4024;1000008;30000188;20000027;10000002;Hentogaira II - Moon 6 - Minedrill Refinery
60000799;0.6213217815;4024;1000008;30002803;20000411;10000033;Juunigaishi XI - Moon 3 - Minedrill Refinery
60000802;0.5235317507;4024;1000008;30001432;20000210;10000016;Uesuro II - Moon 1 - Minedrill Refinery
60000811;0.8516329482;4024;1000008;30001404;20000206;10000016;Airkio IX - Minedrill Refinery
60000814;0.8516329482;4023;1000008;30001404;20000206;10000016;Airkio III - Moon 1 - Minedrill Mineral Reserve
60000820;0.2963790211;4024;1000008;30001448;20000212;10000016;Hakonen IX - Moon 16 - Minedrill Refinery
60000823;0.5283446465;4023;1000008;30001443;20000212;10000016;Vuorrassi IV - Moon 2 - Minedrill Mineral Reserve
60000826;0.3283318341;4024;1000008;30001447;20000212;10000016;Taisy III - Minedrill Refinery
60000829;0.8727943059;4023;1000008;30002819;20000413;10000033;Motsu III - Minedrill Mineral Reserve
60000838;0.6041875522;4023;1000008;30001367;20000199;10000016;Hageken X - Moon 9 - Minedrill Mineral Reserve
60000841;0.7809994316;4023;1000008;30001365;20000199;10000016;Isikemi IV - Moon 3 - Minedrill Mineral Reserve
60000844;0.8410254626;4023;1000008;30001363;20000199;10000016;Sobaseki VI - Minedrill Mineral Reserve
60000850;0.3358288959;4023;1000008;30002806;20000412;10000033;Hasmijaala VIII - Moon 4 - Minedrill Mineral Reserve
60000856;0.6092655012;1531;1000009;30002800;20000411;10000033;Haatomo VI - Moon 1 - Caldari Provisions Warehouse
60000859;0.8472999538;1531;1000009;30002802;20000411;10000033;Kusomonmon VI - Moon 6 - Caldari Provisions Plantation
60000862;0.7291611392;1531;1000009;30002801;20000411;10000033;Suroken XI - Caldari Provisions Plantation
60000865;0.6213217815;4024;1000009;30002803;20000411;10000033;Juunigaishi X - Moon 3 - Caldari Provisions Food Packaging
60000868;0.4839091542;1531;1000009;30000184;20000026;10000002;Uminas V - Moon 3 - Caldari Provisions Plantation
60000871;0.4839091542;1531;1000009;30000184;20000026;10000002;Uminas VI - Moon 7 - Caldari Provisions Plantation
60000874;0.6431657594;4024;1000009;30000181;20000026;10000002;Korsiki IV - Moon 16 - Caldari Provisions Food Packaging
60000877;0.7613056823;1531;1000009;30000183;20000026;10000002;Nuken VI - Moon 12 - Caldari Provisions Plantation
60000880;0.6589382757;1531;1000009;30002781;20000408;10000033;Halaima VII - Moon 6 - Caldari Provisions Warehouse
60000883;0.6682383689;1531;1000009;30002783;20000408;10000033;Sankkasen VII - Moon 4 - Caldari Provisions Plantation
60000886;0.5346838454;4024;1000009;30002787;20000408;10000033;Waira VIII - Moon 15 - Caldari Provisions Food Packaging
60000889;0.5346838454;4024;1000009;30002787;20000408;10000033;Waira V - Moon 1 - Caldari Provisions Food Packaging
60000892;0.8410254626;1531;1000009;30001363;20000199;10000016;Sobaseki X - Moon 15 - Caldari Provisions Warehouse
60000895;0.8410254626;4024;1000009;30001363;20000199;10000016;Sobaseki IX - Moon 9 - Caldari Provisions Food Packaging
60000898;0.6041875522;1531;1000009;30001367;20000199;10000016;Hageken X - Moon 20 - Caldari Provisions Warehouse
60000901;0.8589762793;1531;1000009;30001364;20000199;10000016;Funtanainen II - Caldari Provisions Warehouse
